event_id,A2_5SS,A4_5SS
ENSMUSG00000033793.12;AF:chr1:5070018:5070144-5084417:5083080:5083278-5084417:+,5.345850323636414,10.068355855955076
ENSMUSG00000033793.12;AF:chr1:5070018:5070144-5084417:5083110:5083625-5084417:+,5.345850323636414,5.847047804558325
ENSMUSG00000033793.12;AF:chr1:5070018:5070144-5084417:5083154:5083278-5084417:+,5.345850323636414,10.068355855955076
ENSMUSG00000025915.14;AF:chr1:9848272:9848385-9865131:9848397:9848548-9865131:+,10.21810135506964,6.127385505095487
ENSMUSG00000056763.16;AF:chr1:10038249:10038344-10045076:10039767:10039879-10045076:+,8.069039461252892,8.568807833330522
ENSMUSG00000056763.16;AF:chr1:10038249:10038344-10045076:10039777:10039879-10045076:+,8.069039461252892,8.568807833330522
ENSMUSG00000056763.16;AF:chr1:10038262:10038344-10045076:10039767:10039879-10045076:+,8.069039461252892,8.568807833330522
ENSMUSG00000056763.16;AF:chr1:10038262:10038344-10045076:10039777:10039879-10045076:+,8.069039461252892,8.568807833330522
ENSMUSG00000016918.15;AF:chr1:12692532:12692684-12728594:12718529:12718783-12728594:+,9.654319519043844,7.404267569937504
ENSMUSG00000005886.14;AF:chr1:13286025-13372183:13372439:13286025-13373938:13374029:-,8.722870180645891,9.219192458748235
ENSMUSG00000043716.13;AF:chr1:16103684-16104137:16104227:16103684-16104365:16104402:-,10.267441384200065,4.553776309716626
ENSMUSG00000043716.13;AF:chr1:16103684-16104137:16104227:16103684-16104365:16104384:-,10.267441384200065,4.553776309716626
ENSMUSG00000025920.19;AF:chr1:16509408-16519173:16519306:16509408-16520001:16520112:-,9.451717120185943,8.763777214457557
ENSMUSG00000025920.19;AF:chr1:16509408-16519173:16519240:16509408-16520001:16520112:-,9.451717120185943,8.763777214457557
ENSMUSG00000025920.19;AF:chr1:16509408-16519173:16519306:16509408-16520001:16520021:-,9.451717120185943,8.763777214457557
ENSMUSG00000025920.19;AF:chr1:16509408-16519173:16519240:16509408-16520001:16520021:-,9.451717120185943,8.763777214457557
ENSMUSG00000025920.19;AF:chr1:16509408-16519173:16519306:16509408-16520001:16520020:-,9.451717120185943,8.763777214457557
ENSMUSG00000025920.19;AF:chr1:16509408-16519173:16519240:16509408-16520001:16520020:-,9.451717120185943,8.763777214457557
ENSMUSG00000079658.9;AF:chr1:16648007-16656822:16656884:16648007-16656992:16657038:-,7.878956672243344,7.43449168905072
ENSMUSG00000079658.9;AF:chr1:16648007-16656822:16656900:16648007-16656992:16657038:-,7.878956672243344,7.43449168905072
ENSMUSG00000048874.15;AF:chr1:30824519-30862987:30863070:30824519-30873578:30873695:-,9.890809759571423,8.553953182519951
ENSMUSG00000048874.15;AF:chr1:30824519-30862987:30863070:30824519-30873578:30873921:-,9.890809759571423,8.553953182519951
ENSMUSG00000026131.20;AF:chr1:34006126:34006398-34086242:34011813:34011915-34086242:+,10.673586215047392,9.782320009793677
ENSMUSG00000026131.20;AF:chr1:34006180:34006398-34086242:34011813:34011915-34086242:+,10.673586215047392,9.782320009793677
ENSMUSG00000026123.11;AF:chr1:34849976:34850063-34861873:34851837:34851977-34861873:+,6.600048711405289,8.170443993650906
ENSMUSG00000026116.11;AF:chr1:36889325-36939165:36939527:36889325-36943411:36943666:-,4.406507363599598,8.229676984654795
ENSMUSG00000060771.15;AF:chr1:37855373-37864726:37864836:37855373-37865023:37865079:-,8.681558779470862,7.524962283623464
ENSMUSG00000060771.15;AF:chr1:37855373-37864726:37864836:37855373-37865106:37866429:-,10.116569929986825,7.524962283623464
